479,0,0
1,5.61904883,0.00000069
2,1.89127086,0.00000068
9,0.1710508,0.00000064
33,2.01312989,0.00000059
11,2.04815522,0.00000063
12,0.9402526,0.00000064
13,2.73932586,0.00000065
14,5.13282811,0.00000066
15,6.88815433,0.00000068
10,0.2557262,0.00000049
17,0.13784718,0.00000046
18,1.58996328,0.00000043
115,-0.92137282,0.00000051
19,0.22423845,0.00000068
20,1.52189527,0.00000064
16,2.29071131,0.0000007
21,2.00481129,0.00000061
22,0.36498115,0.00000047
23,0.87762716,0.00000048
24,-0.80185384,0.00000047
25,-0.21530985,0.00000047
26,0.42859217,0.00000046
31,-0.35024481,0.00000045
41,0.60468435,0.00000044
52,-1.05861348,0.00000043
59,-0.56899123,0.00000043
60,-2.88029702,0.00000044
61,-2.89800997,0.00000045
62,-1.77850395,0.00000046
70,-2.39113354,0.00000042
32,0.66200766,0.00000063
42,8.74893724,0.00000063
27,-0.22113378,0.00000049
34,-1.03924891,0.00000047
28,-2.0676668,0.0000005
29,-0.0346789,0.00000048
30,-1.41419489,0.00000047
35,-0.29837465,0.0000005
36,-1.23810655,0.0000005
37,-2.35296621,0.0000005
40,0.13197106,0.00000045
44,-0.52394706,0.00000058
45,6.4682139,0.00000056
54,-0.95586911,0.00000044
38,6.44825253,0.00000059
39,5.56571484,0.00000055
47,8.74931529,0.00000056
48,6.16470859,0.00000053
49,1.45742085,0.00000046
50,1.6386327,0.00000045
51,-0.93364766,0.00000044
43,5.66271403,0.0000006
56,2.85337815,0.00000052
46,2.27222888,0.00000052
58,6.50576983,0.0000005
66,-1.90813612,0.00000044
55,-0.84902328,0.00000043
94,0.23174716,0.00000041
133,4.02152457,0.00000039
75,-3.9599338,0.00000053
76,-4.12345378,0.00000052
77,-2.99100476,0.00000053
78,1.7262723,0.00000052
79,-0.44247392,0.00000053
80,0.54370696,0.00000051
57,2.43307089,0.00000055
64,3.2642529,0.0000006
81,4.07412391,0.00000051
65,2.5608957,0.00000049
71,-1.12974405,0.00000043
96,-1.78021849,0.00000042
97,-0.91907303,0.00000042
72,-1.85339999,0.00000043
63,4.37328996,0.00000071
144,-0.2145439,0.00000045
145,0.59943689,0.00000041
67,-2.6176061,0.00000043
82,-7.63008312,0.00000042
68,-3.25001608,0.00000041
69,-4.95935901,0.00000039
83,-5.83848112,0.00000041
84,-0.46274123,0.00000042
85,-3.0119984,0.00000041
86,-4.17574671,0.00000041
87,-4.38079483,0.00000041
88,-3.9293199,0.0000004
89,-3.06676491,0.0000004
90,-2.84440291,0.0000004
91,-3.77231405,0.00000039
92,-3.79713009,0.00000038
93,-3.52464701,0.00000039
95,0.39549627,0.00000042
137,-2.95117996,0.00000042
73,2.60463719,0.00000057
74,-0.3653338,0.00000056
98,-3.2196508,0.0000005
99,-1.5382637,0.0000005
100,-1.37471822,0.0000005
101,-1.24187008,0.00000053
122,5.78151708,0.00000057
102,-1.61119925,0.00000041
103,-3.90732667,0.0000004
104,-4.60670683,0.00000041
105,-5.62650692,0.0000004
106,-5.8666387,0.00000039
107,-5.49466875,0.00000039
108,-3.67701015,0.00000038
109,-3.62044118,0.00000038
110,-3.87716452,0.00000039
243,-3.26243844,0.00000038
134,-1.14269399,0.00000041
153,6.2562496,0.00000039
154,7.03324135,0.00000038
111,0.14598737,0.00000042
112,-3.17468954,0.00000043
113,1.19923231,0.00000042
114,-0.63982879,0.00000042
116,-6.66647285,0.00000051
117,-2.10573192,0.00000048
118,-3.15123213,0.0000005
119,-3.17039686,0.0000005
123,-2.76794792,0.00000039
124,-4.9065463,0.0000004
125,-5.48563365,0.00000039
126,-5.37808861,0.00000038
127,-4.67181838,0.00000038
128,-4.27595521,0.00000038
129,-4.33672809,0.00000038
130,-5.06891659,0.00000039
135,-3.24637439,0.00000042
136,-0.88414168,0.00000042
138,-6.31305487,0.00000048
140,2.05185298,0.0000005
141,-1.53338999,0.00000049
142,-3.45722469,0.00000048
120,-1.68188579,0.00000054
143,2.98961326,0.00000049
121,2.68615526,0.00000052
158,-1.05510073,0.00000048
159,2.56299227,0.00000048
146,-6.82835993,0.00000038
169,1.00541957,0.00000039
147,-6.22423931,0.00000038
148,-4.55370337,0.00000038
149,-4.85414867,0.00000038
131,6.68850361,0.00000048
132,4.8319546,0.00000042
150,3.88133962,0.00000038
151,4.53371964,0.00000039
152,7.03256148,0.00000039
179,2.17719379,0.00000039
193,6.12201585,0.00000038
139,-0.18596202,0.00000051
155,-1.14615511,0.00000046
364,-1.1360066,0.00000043
156,1.16378676,0.00000049
157,-0.00469561,0.0000005
160,1.17926587,0.00000046
168,2.70452237,0.00000047
170,-1.73182456,0.0000004
171,-4.79412252,0.00000039
172,-2.68324534,0.00000039
187,-2.52584544,0.00000038
241,3.68142681,0.00000038
242,0.80198646,0.0000004
206,3.6567527,0.00000044
208,5.76875061,0.00000041
209,2.16419664,0.00000037
161,7.27942701,0.00000038
162,8.87788262,0.0000004
163,7.86952141,0.00000039
164,8.00020814,0.00000039
165,6.785476,0.00000038
166,8.76246269,0.00000038
167,-3.9899849,0.00000047
194,-5.53363866,0.00000044
195,1.80997598,0.00000039
173,6.0301668,0.00000039
174,7.17461504,0.00000039
175,7.32233903,0.00000038
176,6.69843399,0.00000038
177,7.82982814,0.00000038
178,7.53861694,0.00000037
182,-2.57675754,0.0000004
183,-2.00792243,0.0000004
184,-2.35372951,0.00000038
185,-1.56764649,0.00000039
186,-3.26488053,0.00000039
188,5.99587293,0.00000036
189,5.90800904,0.00000039
190,3.08799868,0.00000041
191,6.66291586,0.00000038
192,8.09838985,0.00000039
180,0.00376924,0.00000049
232,-2.06013634,0.00000042
311,-3.77286038,0.00000045
181,2.20684498,0.00000063
196,0.80704024,0.00000045
197,-5.06272778,0.00000042
198,-4.86326397,0.0000004
199,-4.40735334,0.0000004
200,-1.28421917,0.00000039
201,-2.30510843,0.00000038
202,-2.38209243,0.00000038
203,-2.31335146,0.00000039
204,-2.92841943,0.0000004
205,-3.53800122,0.0000004
210,8.2780219,0.00000037
224,5.33874661,0.00000038
225,7.36105277,0.00000038
226,10.43432485,0.00000038
227,12.13180917,0.00000039
228,6.7560169,0.00000038
211,6.33513388,0.00000038
231,5.97387386,0.00000038
252,8.84148679,0.00000037
281,6.82256678,0.00000042
309,-1.09522262,0.00000049
310,-0.89230762,0.00000046
212,-6.47550375,0.00000039
233,0.22823149,0.0000004
234,-1.61619397,0.0000004
235,-0.17523486,0.00000041
213,-5.50555188,0.00000042
214,-2.95476736,0.00000038
215,-3.00981843,0.00000038
262,-1.09621226,0.00000038
217,5.22064271,0.0000005
218,4.70019872,0.00000041
221,7.2787823,0.0000004
222,3.12768295,0.00000039
223,5.71857543,0.00000043
229,6.84585791,0.00000038
230,6.21786589,0.00000039
236,2.44379235,0.00000041
237,3.52711751,0.0000004
238,0.29314802,0.00000041
239,-0.1709249,0.00000039
240,-0.54329794,0.00000038
267,6.49258571,0.00000072
219,2.79953981,0.0000004
268,-2.3730515,0.00000041
269,1.37439974,0.00000036
220,1.61334607,0.00000043
270,3.64429478,0.00000037
272,0.48182927,0.00000034
273,1.03977328,0.00000034
245,3.29009828,0.00000035
246,7.54111858,0.00000037
247,7.34470776,0.00000037
248,8.40052063,0.00000038
249,5.32613557,0.00000037
250,6.81674501,0.00000037
251,4.40436489,0.00000037
253,-1.48000958,0.00000041
254,-1.56060372,0.00000042
255,-0.32931966,0.0000004
256,-0.45605474,0.00000039
257,-2.28041783,0.0000004
258,0.43295414,0.00000041
259,2.32778362,0.00000042
260,0.3157857,0.00000039
261,-0.00030564,0.00000038
286,-0.31803047,0.00000037
263,6.16756364,0.00000037
264,5.33748423,0.00000038
265,-1.20086569,0.00000038
266,2.05256578,0.00000038
290,-4.32301139,0.00000038
296,2.22006733,0.00000033
297,4.08006108,0.00000033
298,9.98519383,0.00000034
274,4.51353988,0.00000034
275,7.03082778,0.00000037
276,4.61741399,0.00000036
277,4.65836493,0.00000037
278,7.01546957,0.00000038
279,7.9641604,0.00000038
280,6.86786718,0.0000004
312,-0.59921768,0.00000038
365,-5.1358666,0.0000004
282,-1.11626492,0.00000038
283,-1.58945547,0.00000038
284,-1.17865074,0.00000038
285,-1.11491263,0.00000038
287,-0.02859621,0.00000036
288,0.86978496,0.00000036
475,1.12287123,0.00000033
289,1.16591876,0.00000038
323,3.21171578,0.00000034
291,0.80826606,0.00000036
292,1.93564171,0.00000036
271,-5.62334664,0.00000041
293,-0.72689478,0.00000035
294,1.92655829,0.00000034
295,2.7421623,0.00000034
299,3.97478279,0.00000036
300,8.71619141,0.00000036
301,7.16003054,0.00000035
302,7.77926345,0.00000034
303,7.28772758,0.00000035
304,6.55669482,0.00000036
305,5.38577601,0.00000036
306,7.37406135,0.00000037
307,8.37575327,0.00000038
308,9.56832231,0.00000041
313,-0.0575936,0.00000038
314,-1.47873503,0.00000039
315,1.32197691,0.00000041
316,-0.45009718,0.00000038
317,-0.74488125,0.00000038
318,-3.34875321,0.00000041
320,1.37871634,0.00000038
321,-1.66041464,0.00000038
322,-0.66945139,0.00000038
378,-1.95330361,0.00000037
379,-2.14507659,0.00000036
324,3.19177362,0.00000039
325,4.01319535,0.00000042
332,4.63007032,0.00000031
386,2.07437427,0.0000003
333,6.08475348,0.00000031
334,4.69711859,0.00000035
335,2.10852757,0.00000033
336,2.88090543,0.00000035
337,3.54185991,0.00000036
338,3.23597276,0.00000037
340,9.73979062,0.00000034
341,8.49242921,0.00000036
342,9.04727744,0.00000039
343,9.83715751,0.00000035
344,9.0395515,0.00000036
345,11.97049647,0.00000039
346,5.01632045,0.00000038
347,5.67818239,0.00000037
348,0.80749833,0.00000038
349,6.80710141,0.00000037
350,11.19571948,0.00000039
351,6.32709756,0.00000038
352,13.07687857,0.00000036
353,11.06400649,0.00000038
354,11.05637346,0.00000041
355,11.10704661,0.00000047
356,8.65531263,0.00000043
357,8.56472366,0.00000041
358,6.84465045,0.00000036
359,6.6521481,0.00000036
360,6.09841908,0.00000037
361,7.72495478,0.00000038
362,8.72038514,0.00000038
363,12.34801624,0.00000042
366,0.06104838,0.00000038
367,-0.3486905,0.0000004
368,-0.80019025,0.00000038
369,-1.20345017,0.00000038
370,-2.83337807,0.0000004
371,-0.04131009,0.0000004
